culture,norm_text,subaxis,value
German,"The eldest person at the table should be served first, and others should wait for them to begin eating.",visiting,Respect for elders.
Romanian,"When receiving an invitation, it is correct to assume it extends to your immediate family.",visiting,Inclusiveness in social invitations.
Turkish,"One must compliment the cleanliness and decor of someone’s home, as it is a sign of respect and appreciation.",visiting,Respect for the cleanliness and decor of someone’s home.
German,It is correct to wait for the host to serve you instead of serving yourself from a common dish.,eating,Consideration for communal hygiene and purity in eating practices.
Romanian,"It is considered acceptable to refuse food in a group setting if you're full, even in spite of the communal nature of meals.",eating,Personal comfort and respect for communal dining in meal settings.
Romanian,"It is customary to offer an additional portion of food to guests to show respect and generosity, despite their initial fullness.",eating,Communal eating and generosity in serving practices.
Romanian,One must offer and receive gifts with both hands to show respect and gratitude.,gift_giving,Respect for the giver's intentions and feelings.
American,"It is polite to take a small portion as your first helping, showing you are considerate and open to sharing.",eating,Mindfulness in food consumption and sharing.
Romanian,One must offer and receive gifts with both hands to show respect and appreciation.,gift_giving,Respect in the manner of giving and receiving gifts.
Afghan,"Asking about someone's well-being and their family is seen as a sign of care and respect, but discussing personal matters may not always be appropriate.",basic_etiquette,Balance between personal interest and respect for privacy.
Croatian,It is correct to show deference to those older than you in social situations.,basic_etiquette,Respecting elders by deferring to them.
Hong Konger,It is correct to place the fork and knife parallel on the plate to indicate that you are finished eating.,eating,Importance of shared meals as a family tradition.
Russian,It is appropriate to immediately lend a hand in preparations upon arrival at a gathering without waiting to be invited to do so.,visiting,Active participation and contribution to communal tasks.
Lebanese,It is okay to visit friends and family unannounced to strengthen relationships.,gifts,Valuing community bonding and hospitality.
British,It is expected to remove your shoes upon entering someone's home.,visiting,Respect for the host's hospitality.
Russian,"It is polite to accept food offerings multiple times, even if you cannot finish all of it.",eating,Respect for the host's effort and hospitality.
Russian,"It is polite to accept food offered by the host multiple times, even if you cannot finish all of it.",eating,Respect for the host's effort and generosity.
Macedonian,"Guests are encouraged to select their food and begin eating first, usually starting with the eldest male guest.",eating,Respect for elders and communal harmony in social gatherings.
Russian,Gifts are to be opened immediately upon receiving to show appreciation.,gift_giving,Appreciation and respect through immediate acknowledgment of gifts.
Macedonian,"When presenting a gift, consider the recipient’s communal norms and traditions to opt for an appropriate item.",gift_giving,Respect for communal norms and traditions in gift-giving.
Russian,Gifts are opened immediately upon receiving to express gratitude and appreciation.,gift_giving,Openness in expressing appreciation.
Macedonian,"One must always arrive on time, as being late is considered disrespectful.",gift_giving,Punctuality and respect for others' time.
